region,province,congressional_district,no_name,name_of_institution,classification_of_institution,address,contact_number,sector,course_registered_program,duration,status
ARMM,Lanao del Sur,1st,41,Philippine Engineering and Agro-Industrial College Inc.,TVI,"Bo. Marawi, Sarimanok, Marawi City, Lanao del Sur",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Sulu,1st,42,Sulu State College School of Agriculture,SUC,"Gandasuli, Patikul, Sulu",None,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC I,302 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,"Social, Community Dev't. & Other Services",Household Services NC II,372 hours,WTR
ARMM,Maguindanao,1st,44,Sultan Kudarat Islamic Academy Foundation College,HEI,"Brgy. Bulalo, Sultan Kudarat, Brgy. Maguindanao",TeleFax No. (064) 421-4386,Construction,Carpentry NC II,162 hours,WTR
ARMM,Maguindanao,1st,44,Sultan Kudarat Islamic Academy Foundation College,HEI,"Brgy. Bulalo, Sultan Kudarat, Brgy. Maguindanao",TeleFax No. (064) 421-4386,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Lanao del Sur,1st,45,"Poona-Masiu Institute of Technology, Inc.",TVI,"Masiu, Lanao del Sur",None,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III,445 hours,WTR
ARMM,Lanao del Sur,1st,4,Datu Blo Umpar Adiong Agricultural (Buad-Agri) School,TVI,"Marantao, LDS",9205269481,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III,445 hours,WTR
ARMM,Maguindanao,1st,46,"Datu Butocan Abas Technology, Inc.",TVI,"Brgy. Makir, Datu Odin Sinsuat, Maguindanao",None,Electrical & Electronics,Consumer Electronics Servicing NC II,438 hours,WTR
ARMM,Maguindanao,1st,46,"Datu Butocan Abas Technology, Inc.",TVI,"Brgy. Makir, Datu Odin Sinsuat, Maguindanao",None,Automotive and Land Transportation,Automotive Servicing NC I,288 hours,WTR
ARMM,Maguindanao,1st,46,"Datu Butocan Abas Technology, Inc.",TVI,"Brgy. Makir, Datu Odin Sinsuat, Maguindanao",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Garments,Dressmaking NC II,275 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Construction,Masonry NC II,258 hours,WTR
ARMM,Maguindanao,1st,27,Regional Manpower Development Center,TESDA Technology Institution,"RMDC, Brgy. Rebuken, Municipality of Sultan Kudarat, Maguindanao",(064) 429-0091,Others (Language),Arabic Language and Saudi/Gulf Culture,100 hours,NTR
ARMM,Maguindanao,1st,27,Regional Manpower Development Center,TESDA Technology Institution,"RMDC, Brgy. Rebuken, Municipality of Sultan Kudarat, Maguindanao",(064) 429-0091,Others (Language),English Language and Culture,100 hours,NTR
ARMM,Lanao del Sur,1st,7,Jamiatu Marawi Al-Islamia Foundation,HEI,"Moncado Kadingilan, Marawi City ",None,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Lanao del Sur,1st,19,SMD Foundation Academy,TVI,"Menor St., Pagarungan Village, Marawi City",(+63) 9195934577,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Lanao del Sur,1st,19,SMD Foundation Academy,TVI,"Menor St., Pagarungan Village, Marawi City",(+63) 9195934577,Human Health/Health Care,Emergency Medical Sevices NC II,280 hours,WTR
ARMM,Tawi-tawi,Lone,47,Taskill Learning and Development Center,TVI,"Bongao, Tawi-Tawi",None,ICT,Computer Hardware Servicing NC II,356 hours,WTR
ARMM,Tawi-tawi,Lone,47,Taskill Learning and Development Center,TVI,"Bongao, Tawi-Tawi",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Garments,Dressmaking NC II,275 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Tourism,Bread & Pastry Production NC II,141 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Tourism,Cookery NC II,316 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Tourism,Food & Beverage Services NC II,356 hours,WTR
ARMM,Basilan,Lone,1,"Mindanao Autonomous College Foundation, Inc.",HEI,"D' Flores St., Bgy. Maligaya, Lamitan City, Basilan",09269759332/09051369203,Tourism,Housekeeping NC II,436 hours,WTR
ARMM,Maguindanao,1st,48,"Maguindanao College of Arts and Trade, Inc.",TVI,"Brgy. Tambu, Sultan Mastura, Maguindanao",9163122481,Construction,Carpentry NC II,162 hours,WTR
ARMM,Maguindanao,1st,48,"Maguindanao College of Arts and Trade, Inc.",TVI,"Brgy. Tambu, Sultan Mastura, Maguindanao",9163122481,Construction,Masonry NC II,258 hours,WTR
ARMM,Maguindanao,1st,48,"Maguindanao College of Arts and Trade, Inc.",TVI,"Brgy. Tambu, Sultan Mastura, Maguindanao",9163122481,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Tourism,Bread & Pastry Production NC II,141 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,"Agriculture, Forestry and Fishery",Horticulture NC II ,"1,440 hours",WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Tourism,Cookery NC II,316 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Tourism,Food & Beverage Services NC II,356 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Tourism,Housekeeping NC II,436 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Construction,Plumbing NC II,202 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC I,302 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Tourism,Bartending NC II,326 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,"Social, Community Dev't. & Other Services",Bookkeeping NC III,292 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Construction,Carpentry NC II,162 hours,WTR
ARMM,Basilan,1st,43,Hardam Furigay Colleges Foundation Inc.,HEI,"HCF Bldg., P. Cuevas St., Brgy. Matatag, Lamitan, Basilan",(062)991-7084/ (+63) 908862859,Construction,Masonry NC II,258 hours,WTR
ARMM,Basilan,1st,49,Hardam Furigay Colleges Foundation Inc.,HEI,"Quezon Blvd., Lamitan City, Basilan",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Basilan,1st,49,Hardam Furigay Colleges Foundation Inc.,HEI,"Quezon Blvd., Lamitan City, Basilan",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
ARMM,Lanao del Sur,1st,50,Tactical Foundation Training Center and Assessment Center,TVI,"Kim Tactical, Gomisa Avenue, Marawi City",(063) 8750021/ (+63) 9158027739/ (+63) 9208063698,Tourism,Food & Beverage Services NC II,336 Hours,WTR
ARMM,Lanao del Sur,1st,50,Tactical Foundation Training Center and Assessment Center,TVI,"Kim Tactical, Gomisa Avenue, Marawi City",(063) 8750021/ (+63) 9158027739/ (+63) 9208063698,"Social, Community Dev't. & Other Services",Security Services NC II,223 Hours,WTR
ARMM,Lanao del Sur,1st,51,Tactical Foundation Training Center and Assessment Center,TVI,"Brgy. Basak Malutlut, Marawi City",None,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Maguindanao,2nd,26,"Maguindanao Institute of Technology, Inc.",TVI,"Buluan, Maguindanao",(+63) 9065778902,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,304 hours,WTR
ARMM,Maguindanao,2nd,26,"Maguindanao Institute of Technology, Inc.",TVI,"Buluan, Maguindanao",(+63) 9065778902,Automotive and Land Transportation,Driving NC II,188 hours,WTR
ARMM,Maguindanao,2nd,26,"Maguindanao Institute of Technology, Inc.",TVI,"Buluan, Maguindanao",(+63) 9065778902,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II,278 hours,WTR
ARMM,Maguindanao,2nd,52,"Maguindanao Institute of Technology and Learning Center, Inc.",TVI,"Poblacion Buluan, Maguindanao",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
ARMM,Lanao del Sur,1st,5,"Hope Healthcare Training Institute, Inc.",TVI,"142 Osmena St., Marawi City LDS",9269847229,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Lanao del Sur,1st,5,"Hope Healthcare Training Institute, Inc.",TVI,"142 Osmena St., Marawi City LDS",9269847229,"Social, Community Dev't. & Other Services",Emergency Medical Sevices NC II,960 hours,WTR
ARMM,Lanao del Sur,1st,53,"Hope Healthcare Institute, Inc.",TVI,"142 Quezon Avenue, Marawi City, Lanao del Sur",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
ARMM,Maguindanao,1st,54,"IBN Taimiyah Foundation Academy, Inc.",TVI,"Crossing Simuay, Sultan Kudarat, Maguindanao",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Tawi-tawi,Lone,47,Taskill Learning and Development Center,TVI,"Bongao, Tawi-Tawi",None,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II ,278 hours,WTR
ARMM,Tawi-tawi,Lone,47,Taskill Learning and Development Center,TVI,"Bongao, Tawi-Tawi",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Construction,Carpentry NC II,162 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,ICT,Computer Hardware Servicing NC II,356 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Tourism,Housekeeping NC II,436 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Construction,Masonry NC II,258 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II ,278 hours,WTR
ARMM,Tawi-tawi,Lone,55,"Tawi-Tawi Ahaja Technological Institute, inc.",TVI,"Brgy. Poblacion, Sitangkai, Tawi-Tawi",None,Construction,Plumbing NC II,162 hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,Construction,Carpentry NC II,162 hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 Hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,TVET,Trainers Methodology Level I,264 Hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,Tourism,Bread & Pastry Production NC II,141 hours,WTR
ARMM,Basilan,1st,2,Provincial Training Center,TESDA Technology Institution,"Geras Road, Sumagdang, Isabela City",(062)200-3603/200-3232,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
ARMM,Lanao del Sur,1st,56,"Advance Southern Institute Access to Information Technology and Management-MAFA, Inc.",TVI,"C&D Centerpoint Bldg., Quezon Avenue, Marawi City, Lanao del Sur",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
ARMM,Maguindanao,1st,57,Alternative Education Institute of Technology Incorporated,TVI,"A and N Commercial Center, Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",9175484969,Automotive and Land Transportation,Driving NC II,118 hours,WTR
ARMM,Maguindanao,1st,57,Alternative Education Institute of Technology Incorporated,TVI,"A and N Commercial Center, Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",9175484969,Human Health/Health Care,Health Care Services NC II,996 hours,WTR
ARMM,Maguindanao,1st,57,Alternative Education Institute of Technology Incorporated,TVI,"A and N Commercial Center, Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",9175484969,Construction,HEO (Backhoe Loader) NC II,122 hours,WTR
ARMM,Maguindanao,1st,57,Alternative Education Institute of Technology Incorporated,TVI,"A and N Commercial Center, Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",9175484969,Construction,HEO (Rigid On-Highway Dump Truck) NC II,122 hours,WTR
ARMM,Maguindanao,1st,57,Alternative Education Institute of Technology Incorporated,TVI,"A and N Commercial Center, Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",9175484969,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
ARMM,Maguindanao,1st,58,"Awang Technical Vocational Institute, Inc.",TVI,"Sandayang Upper Semba, Datu Odin Sinsuat, Maguindanao",None,Construction,Carpentry NC II,162 hours,WTR
ARMM,Maguindanao,1st,58,"Awang Technical Vocational Institute, Inc.",TVI,"Sandayang Upper Semba, Datu Odin Sinsuat, Maguindanao",None,Construction,Masonry NC II,258 hours,WTR
ARMM,Maguindanao,1st,58,"Awang Technical Vocational Institute, Inc.",TVI,"Sandayang Upper Semba, Datu Odin Sinsuat, Maguindanao",None,Construction,Plumbing NC II,202 hours,WTR
ARMM,Maguindanao,1st,58,"Awang Technical Vocational Institute, Inc.",TVI,"Sandayang Upper Semba, Datu Odin Sinsuat, Maguindanao",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Construction,Carpentry NC II,162 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,TVET,Trainers Methodology Level I ,264 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Tourism,Cookery NC II,316 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Automotive and Land Transportation,Driving NC II,118 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II,278 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Garments,Tailoring NC II,275 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
ARMM,Lanao del Sur,1st,18,Provincial/City Manpower Development Center,TESDA Technology Institution,"Gen. Mamarinta Lao, Maliwanag, Marawi City, Lanao del Sur",9192727050,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
ARMM,Sulu,1st,59,"Rabah Learning Skills Center (RLSC), Inc.",TVI,"Martirez St., Jolo, Sulu",None,"Social, Community Dev't. & Other Services",Beauty Care NC II,"1,098 hours",WTR
ARMM,Sulu,1st,59,"Rabah Learning Skills Center (RLSC), Inc.",TVI,"Martirez St., Jolo, Sulu",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
ARMM,Sulu,1st,59,"Rabah Learning Skills Center (RLSC), Inc.",TVI,"Martirez St., Jolo, Sulu",None,Construction,Plumbing NC II,202 hours,WTR
ARMM,Maguindanao,1st,60,"Bai Malgen Mama College, Inc.",TVI,"Capiton Datu Odin Sinsuat, Maguindanao",9212044544,ICT,Computer Hardware Servicing NC II,356 hours,WTR
ARMM,Maguindanao,1st,60,"Bai Malgen Mama College, Inc.",TVI,"Capiton Datu Odin Sinsuat, Maguindanao",9212044544,"Social, Community Dev't. & Other Services",Household Services NC II,372 hours,WTR
ARMM,Maguindanao,1st,60,"Bai Malgen Mama College, Inc.",TVI,"Capiton Datu Odin Sinsuat, Maguindanao",9212044544,Automotive and Land Transportation,Driving NC II,118 hours,WTR
ARMM,Basilan,Lone,61,"Basilan Skills Development Academy, Inc.",TVI,"Sayugan Lamitan City, Basilan",9062540336,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC I,302 hours,WTR
